frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,125.1,,,,,,,,,,,,,,,,,,,40,35,282,2.3196619764096074,18.68984792421455,,,,,,,,,,,,,
1,125.1,,,,,,,,,,,,,,,,,,,64,56,286,,,,,,,,,,,,,,,
2,226.9,,,,,,,,,,,,,,,,,,,32,42,738,,,,,,,,,,,,,,,
3,248.9,,,,,,,,,,,,,,,,,,,40,151,11,10.007684526795735,0.7290366211573052,,,,,,,,,,,,,
76,3278.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,-0.17419495361322648,0.0,10.246761977248616,,,,,,,,,,12,900,677,59.64845082196133,44.86889022940869,-0.6020640928719035,-2.5824513251009047,1.5147387270715342,16.305716885534917
77,3312.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,929,614,61.57045645955787,40.693498671871396,-0.14122599308005046,0.0,10.016027878017823,0.0,,,,,,,,,,12,901,676,59.71472687843018,44.80261417293985,-0.44779335956250954,-2.273406723869099,-8.797511975687796,19.288847475181964
78,3343.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,902,675,59.78100293489902,44.736338116470996,0.5660464042181366,-1.5354458133550106,-15.14786270182421,22.23672430637236
79,3410.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.21654176140545817,0.0,-4.326508719389757,,,,,,,,,,13,899,674,59.58217476549249,44.67006206000215,0.9131049108220175,-0.2730763934739059,21.442367389503023,18.684812381540826
80,3442.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.22969723712786172,0.0,-4.309516644049943,0.0,,,,,,,,,,12,899,674,59.58217476549249,44.67006206000215,-0.11778644759322762,-0.11778644759325221,13.87454139059982,13.874541390600282
81,3481.1,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,901,675,59.71472687843018,44.736338116470996,-0.9664925963864806,0.0,-7.046764388756786,0.0
82,3510.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,-0.3256615228549664,0.0,-6.506723733365938,,,,,,,,,,12,902,675,59.78100293489902,44.736338116470996,0.3472516902317669,0.6585197681689012,-32.74812604265483,-0.07150245860768348
83,3549.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,900,675,59.64845082196133,44.736338116470996,0.6681320870560947,0.6681320870561352,0.8706468767420747,0.870646876742834
84,3581.5,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,899,675,59.58217476549249,44.736338116470996,0.03926868194088324,0.6897154553034867,27.081849614401467,13.739351699272632
85,3612.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,613,61.63673251602671,40.62722261540255,0.0,0.015908544382911255,0.0,13.257120319094756,,,,,,,,,,12,900,676,59.64845082196133,44.80261417293985,0.03181708876582251,0.3235214614190967,26.514240638189513,-6.549017437633524
86,3643.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,901,676,59.71472687843018,44.80261417293985,0.0824070736397797,0.08240707363978855,-13.399524169069664,-13.399524169071103
87,3679.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,-0.3266933221491212,0.0,-6.701401479981974,,,,,,,,,,12,901,677,59.71472687843018,44.86889022940869,0.6886985624967596,0.0353119181985189,-13.760211038896308,-27.163013998861715
88,3710.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,0.07156927124886892,0.0,-12.130384957435698,,,,,,,,,,12,902,676,59.78100293489902,44.80261417293985,0.4258749917310509,-0.2827364492333434,-18.537360011363045,-5.723409903508965
89,3748.8,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,900,675,59.64845082196133,44.736338116470996,0.4480003371909566,-0.29521307989732154,20.31054994508434,6.2611469755529665
90,3779.1,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,613,61.63673251602671,40.62722261540255,0.0,-0.0198886167179178,0.0,12.83136562446157,,,,,,,,,,12,901,675,59.71472687843018,44.736338116470996,0.3162085879753095,-0.3559858214111472,6.317853905600595,19.344877343323923
91,3821.4,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,13,930,613,61.63673251602671,40.62722261540255,0.0,-0.05375907065169462,0.0,9.86404966086131,,,,,,,,,,12,901,675,59.71472687843018,44.736338116470996,-0.5736238121835054,-0.3136914414176336,0.4632405915699667,5.163645126216191
